cv,sp,pv
1000.0,10000,8009.0
980.09,10000,7849.72
959.01532,10000,7681.12256
914.53854,10000,7325.30832
890.07745,10000,7129.6196
864.52884,10000,6925.23072
837.94657,10000,6712.57256
810.39968,10000,6492.19744
781.97246,10000,6264.77968
752.76407,10000,6031.11256
722.88771,10000,5792.10168
692.46933,10000,5548.75464
661.64582,10000,5302.16656
630.5627999999999,10000,5053.502399999999
599.3720299999999,10000,4803.976239999999
568.2285199999999,10000,4554.828159999999
537.2874999999999,10000,4307.299999999999
506.7013299999999,10000,4062.6106399999994
476.6164999999999,10000,3821.9319999999993
417.72511999999995,10000,3350.8009599999996
389.94974999999994,10000,3128.5979999999995
363.15473999999995,10000,2914.2379199999996
311.69017999999994,10000,2502.5214399999995
288.32127999999994,10000,2315.5702399999996
266.16542999999996,10000,2138.3234399999997
245.24035999999995,10000,1970.9228799999996
225.54981999999995,10000,1813.3985599999996
207.08495999999997,10000,1665.6796799999997
189.82583999999997,10000,1527.6067199999998
157.66025999999997,10000,1270.2820799999997
143.89695999999998,10000,1160.1756799999998
131.17672,10000,1058.41376
119.44743999999999,10000,964.5795199999999
108.65485999999999,10000,878.2388799999999
98.74361999999999,10000,798.9489599999999
89.65817,10000,726.26536
81.34351,10000,659.74808
73.74582,10000,598.96656
66.81295,10000,543.5036
60.49479,10000,492.95832
54.74353,10000,446.94824
49.51385,10000,405.1108
40.012249999999995,10000,329.09799999999996
36.1427,10000,298.1416
32.63619,10000,270.08952
29.46072,10000,244.68576
26.58673,10000,221.69384
23.987,10000,200.896
21.63649,10000,182.09192
19.51224,10000,165.09792
17.59323,10000,149.74584
15.860249999999999,10000,135.882
14.295779999999999,10000,123.36623999999999
12.88384,10000,112.07072
11.6099,10000,101.8792
10.46074,10000,92.68592
9.42436,10000,84.39488
8.48988,10000,76.91904
7.647419999999999,10000,70.17936
8.406799999999999,10000,76.25439999999999
6.738259999999999,10000,62.90607999999999
6.068669999999998,10000,57.549359999999986
4.861929999999998,10000,47.89543999999999
4.378069999999998,10000,44.02455999999999
3.9421899999999983,10000,40.53751999999999
3.5495699999999983,10000,37.39655999999999
3.1959399999999984,10000,34.56751999999999
2.5589599999999986,10000,29.47167999999999
2.3038199999999986,10000,27.43055999999999
2.0740699999999985,10000,25.592559999999988
1.8671899999999986,10000,23.93751999999999
1.4946499999999987,10000,20.95719999999999
1.3454999999999986,10000,19.76399999999999
1.2112199999999986,10000,18.68975999999999
1.0903199999999986,10000,17.722559999999987
0.9814799999999986,10000,16.85183999999999
0.9901900000000001,10000,16.92152
0.9901900000000001,10000,16.92152
0.9901900000000001,10000,16.92152
0.9901900000000001,10000,16.92152
0.9901900000000001,10000,16.92152
0.9901900000000001,10000,16.92152
