mv,sp,pv,ce,pe
0.9999999999999999,1000,7.0,993.0,993.0
0.9999999999999998,1000,6.999999999999999,993.0,993.0
0.9999999999999997,1000,6.999999999999999,993.0,993.0
1.2999999999999994,1000,7.899999999999999,992.1,992.1
1.2999999999999992,1000,7.899999999999998,992.1,992.1
1.299999999999999,1000,7.899999999999997,992.1,992.1
1.2999999999999987,1000,7.899999999999996,992.1,992.1
1.2999999999999985,1000,7.899999999999995,992.1,992.1
1.2999999999999983,1000,7.899999999999995,992.1,992.1
1.299999999999998,1000,7.899999999999994,992.1,992.1
1.2999999999999978,1000,7.899999999999993,992.1,992.1
1.2999999999999976,1000,7.899999999999993,992.1,992.1
1.2999999999999974,1000,7.899999999999992,992.1,992.1
1.2999999999999972,1000,7.8999999999999915,992.1,992.1
1.6899999999999962,1000,9.06999999999999,990.9300000000001,990.9300000000001
2.1969999999999947,1000,10.590999999999983,989.409,989.409
2.856099999999993,1000,12.56829999999998,987.4317,987.4317
3.7129299999999903,1000,15.138789999999972,984.86121,984.86121
4.826808999999987,1000,18.48042699999996,981.519573,981.519573
6.2748516999999815,1000,22.824555099999944,977.1754449,977.1754449
8.157307209999974,1000,28.471921629999922,971.5280783700001,971.5280783700001
10.604499372999966,1000,35.813498118999895,964.1865018810001,964.1865018810001
12.725399247599956,1000,42.17619774279987,957.8238022572001,957.8238022572001
16.54301902187994,1000,53.62905706563981,946.3709429343602,946.3709429343602
16.543019021879935,1000,53.629057065639806,946.3709429343602,946.3709429343602
21.50592472844391,1000,68.51777418533173,931.4822258146683,931.4822258146683
25.80710967413269,1000,81.42132902239807,918.578670977602,918.578670977602
30.96853160895922,1000,96.90559482687766,903.0944051731224,903.0944051731224
30.968531608959218,1000,96.90559482687766,903.0944051731224,903.0944051731224
30.968531608959214,1000,96.90559482687765,903.0944051731224,903.0944051731224
37.16223793075105,1000,115.48671379225314,884.5132862077469,884.5132862077469
37.16223793075104,1000,115.48671379225311,884.5132862077469,884.5132862077469
37.16223793075103,1000,115.4867137922531,884.5132862077469,884.5132862077469
37.162237930751026,1000,115.48671379225308,884.5132862077469,884.5132862077469
18.581118965375513,1000,59.74335689612654,940.2566431038734,940.2566431038734
18.58111896537551,1000,59.74335689612653,940.2566431038734,940.2566431038734
18.581118965375506,1000,59.743356896126514,940.2566431038734,940.2566431038734
20.439230861913053,1000,65.31769258573917,934.6823074142608,934.6823074142608
20.43923086191305,1000,65.31769258573915,934.6823074142609,934.6823074142609
20.439230861913046,1000,65.31769258573914,934.6823074142609,934.6823074142609
20.439230861913043,1000,65.31769258573912,934.6823074142609,934.6823074142609
20.43923086191304,1000,65.31769258573911,934.6823074142609,934.6823074142609
20.439230861913035,1000,65.31769258573911,934.6823074142609,934.6823074142609
20.439230861913032,1000,65.3176925857391,934.6823074142609,934.6823074142609
20.43923086191303,1000,65.31769258573908,934.6823074142609,934.6823074142609
20.439230861913025,1000,65.31769258573908,934.6823074142609,934.6823074142609
20.43923086191302,1000,65.31769258573907,934.6823074142609,934.6823074142609
20.439230861913018,1000,65.31769258573905,934.682307414261,934.682307414261
20.439230861913014,1000,65.31769258573904,934.682307414261,934.682307414261
20.43923086191301,1000,65.31769258573902,934.682307414261,934.682307414261
20.439230861913007,1000,65.31769258573902,934.682307414261,934.682307414261
20.439230861913003,1000,65.31769258573901,934.682307414261,934.682307414261
24.527077034295598,1000,77.58123110288679,922.4187688971132,922.4187688971132
24.527077034295594,1000,77.58123110288679,922.4187688971132,922.4187688971132
24.52707703429559,1000,77.58123110288678,922.4187688971132,922.4187688971132
24.527077034295587,1000,77.58123110288676,922.4187688971133,922.4187688971133
24.527077034295584,1000,77.58123110288675,922.4187688971133,922.4187688971133
24.52707703429558,1000,77.58123110288673,922.4187688971133,922.4187688971133
14.716246220577347,1000,48.14873866173204,951.8512613382679,951.8512613382679
14.716246220577345,1000,48.14873866173203,951.8512613382679,951.8512613382679
17.65949546469281,1000,56.97848639407843,943.0215136059215,943.0215136059215
24.723293650569932,1000,78.1698809517098,921.8301190482902,921.8301190482902
14.833976190341959,1000,48.50192857102588,951.4980714289741,951.4980714289741
14.833976190341957,1000,48.50192857102587,951.4980714289741,951.4980714289741
14.833976190341955,1000,48.501928571025864,951.4980714289742,951.4980714289742
19.28416904744454,1000,61.85250714233362,938.1474928576664,938.1474928576664
11.570501428466724,1000,38.71150428540017,961.2884957145998,961.2884957145998
13.884601714160064,1000,45.653805142480195,954.3461948575198,954.3461948575198
13.884601714160063,1000,45.65380514248019,954.3461948575198,954.3461948575198
15.273061885576068,1000,49.8191856567282,950.1808143432718,950.1808143432718
9.163837131345641,1000,31.491511394036923,968.5084886059631,968.5084886059631
11.91298827074933,1000,39.73896481224799,960.261035187752,960.261035187752
11.912988270749329,1000,39.738964812247985,960.261035187752,960.261035187752
15.486884751974126,1000,50.46065425592238,949.5393457440777,949.5393457440777
9.292130851184474,1000,31.876392553553423,968.1236074464466,968.1236074464466
10.22134393630292,1000,34.66403180890876,965.3359681910913,965.3359681910913
10.221343936302919,1000,34.66403180890876,965.3359681910913,965.3359681910913
12.2656127235635,1000,40.7968381706905,959.2031618293095,959.2031618293095
12.265612723563498,1000,40.79683817069049,959.2031618293095,959.2031618293095
15.945296540632546,1000,51.835889621897635,948.1641103781024,948.1641103781024
