mv,sp,pv,ce,pe
26,1000,82,918,918
26,1000,82,918,918
27,1000,85,915,915
27,1000,85,915,915
29,1000,91,909,909
30,1000,94,906,906
32,1000,100,900,900
33,1000,103,897,897
33,1000,103,897,897
32,1000,100,900,900
34,1000,106,894,894
35,1000,109,891,891
37,1000,115,885,885
37,1000,115,885,885
37,1000,115,885,885
37,1000,115,885,885
37,1000,115,885,885
36,1000,112,888,888
38,1000,118,882,882
39,1000,121,879,879
38,1000,118,882,882
38,1000,118,882,882
40,1000,124,876,876
40,1000,124,876,876
38,1000,118,882,882
37,1000,115,885,885
37,1000,115,885,885
37,1000,115,885,885
39,1000,121,879,879
39,1000,121,879,879
40,1000,124,876,876
40,1000,124,876,876
42,1000,130,870,870
44,1000,136,864,864
46,1000,142,858,858
48,1000,148,852,852
49,1000,151,849,849
47,1000,145,855,855
49,1000,151,849,849
51,1000,157,843,843
53,1000,163,837,837
54,1000,166,834,834
56,1000,172,828,828
56,1000,172,828,828
57,1000,175,825,825
59,1000,181,819,819
61,1000,187,813,813
63,1000,193,807,807
64,1000,196,804,804
66,1000,202,798,798
66,1000,202,798,798
66,1000,202,798,798
68,1000,208,792,792
66,1000,202,798,798
68,1000,208,792,792
70,1000,214,786,786
71,1000,217,783,783
73,1000,223,777,777
73,1000,223,777,777
74,1000,226,774,774
76,1000,232,768,768
78,1000,238,762,762
79,1000,241,759,759
79,1000,241,759,759
79,1000,241,759,759
79,1000,241,759,759
81,1000,247,753,753
83,1000,253,747,747
85,1000,259,741,741
87,1000,265,735,735
87,1000,265,735,735
87,1000,265,735,735
88,1000,268,732,732
88,1000,268,732,732
88,1000,268,732,732
90,1000,274,726,726
92,1000,280,720,720
94,1000,286,714,714
93,1000,283,717,717
95,1000,289,711,711
96,1000,292,708,708
96,1000,292,708,708
97,1000,295,705,705
97,1000,295,705,705
99,1000,301,699,699
101,1000,307,693,693
102,1000,310,690,690
102,1000,310,690,690
104,1000,316,684,684
106,1000,322,678,678
104,1000,316,684,684
105,1000,319,681,681
105,1000,319,681,681
107,1000,325,675,675
108,1000,328,672,672
108,1000,328,672,672
108,1000,328,672,672
109,1000,331,669,669
109,1000,331,669,669
110,1000,334,666,666
111,1000,337,663,663
111,1000,337,663,663
111,1000,337,663,663
112,1000,340,660,660
113,1000,343,657,657
114,1000,346,654,654
112,1000,340,660,660
111,1000,337,663,663
113,1000,343,657,657
113,1000,343,657,657
112,1000,340,660,660
114,1000,346,654,654
116,1000,352,648,648
115,1000,349,651,651
113,1000,343,657,657
115,1000,349,651,651
115,1000,349,651,651
117,1000,355,645,645
118,1000,358,642,642
119,1000,361,639,639
121,1000,367,633,633
121,1000,367,633,633
121,1000,367,633,633
123,1000,373,627,627
124,1000,376,624,624
125,1000,379,621,621
126,1000,382,618,618
126,1000,382,618,618
128,1000,388,612,612
128,1000,388,612,612
129,1000,391,609,609
130,1000,394,606,606
130,1000,394,606,606
132,1000,400,600,600
132,1000,400,600,600
134,1000,406,594,594
136,1000,412,588,588
138,1000,418,582,582
140,1000,424,576,576
141,1000,427,573,573
141,1000,427,573,573
143,1000,433,567,567
143,1000,433,567,567
143,1000,433,567,567
145,1000,439,561,561
145,1000,439,561,561
145,1000,439,561,561
147,1000,445,555,555
148,1000,448,552,552
148,1000,448,552,552
149,1000,451,549,549
147,1000,445,555,555
147,1000,445,555,555
148,1000,448,552,552
147,1000,445,555,555
147,1000,445,555,555
148,1000,448,552,552
148,1000,448,552,552
150,1000,454,546,546
149,1000,451,549,549
151,1000,457,543,543
151,1000,457,543,543
153,1000,463,537,537
154,1000,466,534,534
156,1000,472,528,528
157,1000,475,525,525
158,1000,478,522,522
159,1000,481,519,519
159,1000,481,519,519
160,1000,484,516,516
160,1000,484,516,516
162,1000,490,510,510
163,1000,493,507,507
165,1000,499,501,501
165,1000,499,501,501
165,1000,499,501,501
165,1000,499,501,501
167,1000,505,495,495
168,1000,508,492,492
170,1000,514,486,486
171,1000,517,483,483
173,1000,523,477,477
174,1000,526,474,474
174,1000,526,474,474
175,1000,529,471,471
175,1000,529,471,471
176,1000,532,468,468
177,1000,535,465,465
178,1000,538,462,462
179,1000,541,459,459
181,1000,547,453,453
182,1000,550,450,450
183,1000,553,447,447
185,1000,559,441,441
183,1000,553,447,447
181,1000,547,453,453
183,1000,553,447,447
183,1000,553,447,447
183,1000,553,447,447
183,1000,553,447,447
184,1000,556,444,444
183,1000,553,447,447
184,1000,556,444,444
186,1000,562,438,438
188,1000,568,432,432
190,1000,574,426,426
192,1000,580,420,420
194,1000,586,414,414
195,1000,589,411,411
197,1000,595,405,405
198,1000,598,402,402
198,1000,598,402,402
199,1000,601,399,399
200,1000,604,396,396
201,1000,607,393,393
203,1000,613,387,387
205,1000,619,381,381
205,1000,619,381,381
206,1000,622,378,378
207,1000,625,375,375
208,1000,628,372,372
209,1000,631,369,369
207,1000,625,375,375
209,1000,631,369,369
211,1000,637,363,363
212,1000,640,360,360
213,1000,643,357,357
215,1000,649,351,351
217,1000,655,345,345
218,1000,658,342,342
220,1000,664,336,336
222,1000,670,330,330
224,1000,676,324,324
224,1000,676,324,324
225,1000,679,321,321
225,1000,679,321,321
225,1000,679,321,321
227,1000,685,315,315
228,1000,688,312,312
226,1000,682,318,318
226,1000,682,318,318
226,1000,682,318,318
228,1000,688,312,312
229,1000,691,309,309
229,1000,691,309,309
229,1000,691,309,309
231,1000,697,303,303
231,1000,697,303,303
231,1000,697,303,303
233,1000,703,297,297
235,1000,709,291,291
234,1000,706,294,294
234,1000,706,294,294
235,1000,709,291,291
236,1000,712,288,288
238,1000,718,282,282
239,1000,721,279,279
241,1000,727,273,273
243,1000,733,267,267
245,1000,739,261,261
246,1000,742,258,258
248,1000,748,252,252
250,1000,754,246,246
250,1000,754,246,246
252,1000,760,240,240
253,1000,763,237,237
253,1000,763,237,237
255,1000,769,231,231
255,1000,769,231,231
255,1000,769,231,231
257,1000,775,225,225
258,1000,778,222,222
259,1000,781,219,219
261,1000,787,213,213
263,1000,793,207,207
261,1000,787,213,213
261,1000,787,213,213
262,1000,790,210,210
264,1000,796,204,204
266,1000,802,198,198
266,1000,802,198,198
267,1000,805,195,195
269,1000,811,189,189
269,1000,811,189,189
269,1000,811,189,189
271,1000,817,183,183
273,1000,823,177,177
274,1000,826,174,174
274,1000,826,174,174
275,1000,829,171,171
274,1000,826,174,174
276,1000,832,168,168
278,1000,838,162,162
279,1000,841,159,159
281,1000,847,153,153
283,1000,853,147,147
285,1000,859,141,141
286,1000,862,138,138
286,1000,862,138,138
288,1000,868,132,132
289,1000,871,129,129
289,1000,871,129,129
289,1000,871,129,129
290,1000,874,126,126
292,1000,880,120,120
293,1000,883,117,117
295,1000,889,111,111
295,1000,889,111,111
296,1000,892,108,108
296,1000,892,108,108
296,1000,892,108,108
296,1000,892,108,108
296,1000,892,108,108
297,1000,895,105,105
297,1000,895,105,105
295,1000,889,111,111
296,1000,892,108,108
296,1000,892,108,108
298,1000,898,102,102
299,1000,901,99,99
301,1000,907,93,93
302,1000,910,90,90
303,1000,913,87,87
301,1000,907,93,93
303,1000,913,87,87
304,1000,916,84,84
306,1000,922,78,78
308,1000,928,72,72
310,1000,934,66,66
311,1000,937,63,63
312,1000,940,60,60
313,1000,943,57,57
313,1000,943,57,57
315,1000,949,51,51
316,1000,952,48,48
316,1000,952,48,48
317,1000,955,45,45
315,1000,949,51,51
317,1000,955,45,45
317,1000,955,45,45
319,1000,961,39,39
321,1000,967,33,33
322,1000,970,30,30
322,1000,970,30,30
322,1000,970,30,30
323,1000,973,27,27
323,1000,973,27,27
323,1000,973,27,27
323,1000,973,27,27
324,1000,976,24,24
326,1000,982,18,18
328,1000,988,12,12
329,1000,991,9,9
329,1000,991,9,9
331,1000,997,3,3
333,1000,1003,3,3
334,1000,1006,6,6
334,1000,1006,6,6
335,1000,1009,9,9
335,1000,1009,9,9
337,1000,1015,15,15
338,1000,1018,18,18
338,1000,1018,18,18
338,1000,1018,18,18
340,1000,1024,24,24
340,1000,1024,24,24
340,1000,1024,24,24
341,1000,1027,27,27
341,1000,1027,27,27
343,1000,1033,33,33
343,1000,1033,33,33
344,1000,1036,36,36
346,1000,1042,42,42
346,1000,1042,42,42
346,1000,1042,42,42
346,1000,1042,42,42
346,1000,1042,42,42
346,1000,1042,42,42
348,1000,1048,48,48
348,1000,1048,48,48
349,1000,1051,51,51
349,1000,1051,51,51
347,1000,1045,45,45
347,1000,1045,45,45
346,1000,1042,42,42
346,1000,1042,42,42
346,1000,1042,42,42
346,1000,1042,42,42
346,1000,1042,42,42
345,1000,1039,39,39
345,1000,1039,39,39
345,1000,1039,39,39
345,1000,1039,39,39
344,1000,1036,36,36
343,1000,1033,33,33
342,1000,1030,30,30
341,1000,1027,27,27
341,1000,1027,27,27
340,1000,1024,24,24
340,1000,1024,24,24
338,1000,1018,18,18
339,1000,1021,21,21
338,1000,1018,18,18
338,1000,1018,18,18
337,1000,1015,15,15
336,1000,1012,12,12
335,1000,1009,9,9
335,1000,1009,9,9
334,1000,1006,6,6
334,1000,1006,6,6
334,1000,1006,6,6
332,1000,1000,0,0
332,1000,1000,0,0
330,1000,994,6,6
330,1000,994,6,6
328,1000,988,12,12
327,1000,985,15,15
327,1000,985,15,15
325,1000,979,21,21
324,1000,976,24,24
322,1000,970,30,30
322,1000,970,30,30
323,1000,973,27,27
323,1000,973,27,27
322,1000,970,30,30
321,1000,967,33,33
320,1000,964,36,36
322,1000,970,30,30
322,1000,970,30,30
323,1000,973,27,27
322,1000,970,30,30
322,1000,970,30,30
322,1000,970,30,30
322,1000,970,30,30
322,1000,970,30,30
320,1000,964,36,36
321,1000,967,33,33
321,1000,967,33,33
322,1000,970,30,30
323,1000,973,27,27
324,1000,976,24,24
326,1000,982,18,18
325,1000,979,21,21
325,1000,979,21,21
325,1000,979,21,21
326,1000,982,18,18
327,1000,985,15,15
326,1000,982,18,18
328,1000,988,12,12
329,1000,991,9,9
329,1000,991,9,9
329,1000,991,9,9
329,1000,991,9,9
329,1000,991,9,9
330,1000,994,6,6
330,1000,994,6,6
332,1000,1000,0,0
334,1000,1006,6,6
336,1000,1012,12,12
337,1000,1015,15,15
338,1000,1018,18,18
339,1000,1021,21,21
337,1000,1015,15,15
338,1000,1018,18,18
338,1000,1018,18,18
338,1000,1018,18,18
339,1000,1021,21,21
339,1000,1021,21,21
339,1000,1021,21,21
340,1000,1024,24,24
339,1000,1021,21,21
337,1000,1015,15,15
339,1000,1021,21,21
339,1000,1021,21,21
339,1000,1021,21,21
337,1000,1015,15,15
335,1000,1009,9,9
335,1000,1009,9,9
337,1000,1015,15,15
337,1000,1015,15,15
335,1000,1009,9,9
334,1000,1006,6,6
332,1000,1000,0,0
332,1000,1000,0,0
332,1000,1000,0,0
334,1000,1006,6,6
334,1000,1006,6,6
333,1000,1003,3,3
331,1000,997,3,3
329,1000,991,9,9
327,1000,985,15,15
326,1000,982,18,18
325,1000,979,21,21
325,1000,979,21,21
324,1000,976,24,24
322,1000,970,30,30
322,1000,970,30,30
322,1000,970,30,30
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
318,1000,958,42,42
318,1000,958,42,42
319,1000,961,39,39
318,1000,958,42,42
316,1000,952,48,48
316,1000,952,48,48
316,1000,952,48,48
316,1000,952,48,48
316,1000,952,48,48
318,1000,958,42,42
318,1000,958,42,42
318,1000,958,42,42
318,1000,958,42,42
318,1000,958,42,42
318,1000,958,42,42
319,1000,961,39,39
320,1000,964,36,36
321,1000,967,33,33
321,1000,967,33,33
321,1000,967,33,33
322,1000,970,30,30
322,1000,970,30,30
323,1000,973,27,27
325,1000,979,21,21
325,1000,979,21,21
326,1000,982,18,18
328,1000,988,12,12
330,1000,994,6,6
330,1000,994,6,6
332,1000,1000,0,0
332,1000,1000,0,0
334,1000,1006,6,6
336,1000,1012,12,12
338,1000,1018,18,18
340,1000,1024,24,24
340,1000,1024,24,24
339,1000,1021,21,21
339,1000,1021,21,21
337,1000,1015,15,15
338,1000,1018,18,18
338,1000,1018,18,18
339,1000,1021,21,21
339,1000,1021,21,21
339,1000,1021,21,21
338,1000,1018,18,18
339,1000,1021,21,21
338,1000,1018,18,18
336,1000,1012,12,12
338,1000,1018,18,18
338,1000,1018,18,18
338,1000,1018,18,18
338,1000,1018,18,18
337,1000,1015,15,15
336,1000,1012,12,12
335,1000,1009,9,9
335,1000,1009,9,9
335,1000,1009,9,9
333,1000,1003,3,3
332,1000,1000,0,0
331,1000,997,3,3
333,1000,1003,3,3
331,1000,997,3,3
329,1000,991,9,9
329,1000,991,9,9
327,1000,985,15,15
325,1000,979,21,21
324,1000,976,24,24
324,1000,976,24,24
322,1000,970,30,30
320,1000,964,36,36
322,1000,970,30,30
322,1000,970,30,30
321,1000,967,33,33
320,1000,964,36,36
319,1000,961,39,39
321,1000,967,33,33
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
322,1000,970,30,30
324,1000,976,24,24
326,1000,982,18,18
328,1000,988,12,12
330,1000,994,6,6
332,1000,1000,0,0
332,1000,1000,0,0
332,1000,1000,0,0
334,1000,1006,6,6
334,1000,1006,6,6
334,1000,1006,6,6
333,1000,1003,3,3
332,1000,1000,0,0
334,1000,1006,6,6
334,1000,1006,6,6
334,1000,1006,6,6
336,1000,1012,12,12
338,1000,1018,18,18
338,1000,1018,18,18
340,1000,1024,24,24
339,1000,1021,21,21
339,1000,1021,21,21
339,1000,1021,21,21
341,1000,1027,27,27
342,1000,1030,30,30
344,1000,1036,36,36
344,1000,1036,36,36
343,1000,1033,33,33
343,1000,1033,33,33
345,1000,1039,39,39
344,1000,1036,36,36
346,1000,1042,42,42
345,1000,1039,39,39
344,1000,1036,36,36
344,1000,1036,36,36
344,1000,1036,36,36
343,1000,1033,33,33
343,1000,1033,33,33
342,1000,1030,30,30
343,1000,1033,33,33
342,1000,1030,30,30
344,1000,1036,36,36
346,1000,1042,42,42
345,1000,1039,39,39
347,1000,1045,45,45
347,1000,1045,45,45
347,1000,1045,45,45
349,1000,1051,51,51
349,1000,1051,51,51
348,1000,1048,48,48
348,1000,1048,48,48
348,1000,1048,48,48
349,1000,1051,51,51
348,1000,1048,48,48
348,1000,1048,48,48
348,1000,1048,48,48
348,1000,1048,48,48
348,1000,1048,48,48
347,1000,1045,45,45
346,1000,1042,42,42
348,1000,1048,48,48
347,1000,1045,45,45
347,1000,1045,45,45
347,1000,1045,45,45
347,1000,1045,45,45
347,1000,1045,45,45
347,1000,1045,45,45
347,1000,1045,45,45
345,1000,1039,39,39
344,1000,1036,36,36
344,1000,1036,36,36
343,1000,1033,33,33
345,1000,1039,39,39
346,1000,1042,42,42
346,1000,1042,42,42
347,1000,1045,45,45
346,1000,1042,42,42
348,1000,1048,48,48
347,1000,1045,45,45
347,1000,1045,45,45
347,1000,1045,45,45
348,1000,1048,48,48
348,1000,1048,48,48
348,1000,1048,48,48
346,1000,1042,42,42
345,1000,1039,39,39
345,1000,1039,39,39
345,1000,1039,39,39
344,1000,1036,36,36
344,1000,1036,36,36
344,1000,1036,36,36
344,1000,1036,36,36
342,1000,1030,30,30
341,1000,1027,27,27
340,1000,1024,24,24
339,1000,1021,21,21
338,1000,1018,18,18
336,1000,1012,12,12
334,1000,1006,6,6
332,1000,1000,0,0
331,1000,997,3,3
331,1000,997,3,3
329,1000,991,9,9
329,1000,991,9,9
329,1000,991,9,9
329,1000,991,9,9
329,1000,991,9,9
327,1000,985,15,15
328,1000,988,12,12
329,1000,991,9,9
329,1000,991,9,9
328,1000,988,12,12
328,1000,988,12,12
329,1000,991,9,9
329,1000,991,9,9
328,1000,988,12,12
329,1000,991,9,9
327,1000,985,15,15
326,1000,982,18,18
326,1000,982,18,18
326,1000,982,18,18
326,1000,982,18,18
327,1000,985,15,15
327,1000,985,15,15
325,1000,979,21,21
326,1000,982,18,18
327,1000,985,15,15
325,1000,979,21,21
326,1000,982,18,18
327,1000,985,15,15
327,1000,985,15,15
327,1000,985,15,15
329,1000,991,9,9
330,1000,994,6,6
330,1000,994,6,6
331,1000,997,3,3
329,1000,991,9,9
329,1000,991,9,9
330,1000,994,6,6
331,1000,997,3,3
331,1000,997,3,3
332,1000,1000,0,0
333,1000,1003,3,3
332,1000,1000,0,0
333,1000,1003,3,3
334,1000,1006,6,6
334,1000,1006,6,6
334,1000,1006,6,6
334,1000,1006,6,6
334,1000,1006,6,6
336,1000,1012,12,12
334,1000,1006,6,6
336,1000,1012,12,12
336,1000,1012,12,12
334,1000,1006,6,6
336,1000,1012,12,12
337,1000,1015,15,15
336,1000,1012,12,12
336,1000,1012,12,12
336,1000,1012,12,12
337,1000,1015,15,15
336,1000,1012,12,12
335,1000,1009,9,9
335,1000,1009,9,9
333,1000,1003,3,3
335,1000,1009,9,9
334,1000,1006,6,6
334,1000,1006,6,6
333,1000,1003,3,3
332,1000,1000,0,0
332,1000,1000,0,0
330,1000,994,6,6
328,1000,988,12,12
328,1000,988,12,12
327,1000,985,15,15
326,1000,982,18,18
324,1000,976,24,24
322,1000,970,30,30
321,1000,967,33,33
320,1000,964,36,36
320,1000,964,36,36
318,1000,958,42,42
317,1000,955,45,45
317,1000,955,45,45
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
313,1000,943,57,57
311,1000,937,63,63
309,1000,931,69,69
309,1000,931,69,69
309,1000,931,69,69
309,1000,931,69,69
311,1000,937,63,63
312,1000,940,60,60
312,1000,940,60,60
312,1000,940,60,60
312,1000,940,60,60
310,1000,934,66,66
311,1000,937,63,63
311,1000,937,63,63
311,1000,937,63,63
312,1000,940,60,60
312,1000,940,60,60
312,1000,940,60,60
312,1000,940,60,60
310,1000,934,66,66
311,1000,937,63,63
312,1000,940,60,60
314,1000,946,54,54
314,1000,946,54,54
314,1000,946,54,54
314,1000,946,54,54
315,1000,949,51,51
316,1000,952,48,48
316,1000,952,48,48
314,1000,946,54,54
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
315,1000,949,51,51
317,1000,955,45,45
319,1000,961,39,39
319,1000,961,39,39
321,1000,967,33,33
323,1000,973,27,27
321,1000,967,33,33
323,1000,973,27,27
324,1000,976,24,24
324,1000,976,24,24
326,1000,982,18,18
328,1000,988,12,12
330,1000,994,6,6
332,1000,1000,0,0
333,1000,1003,3,3
335,1000,1009,9,9
336,1000,1012,12,12
338,1000,1018,18,18
340,1000,1024,24,24
341,1000,1027,27,27
341,1000,1027,27,27
343,1000,1033,33,33
341,1000,1027,27,27
341,1000,1027,27,27
341,1000,1027,27,27
341,1000,1027,27,27
341,1000,1027,27,27
341,1000,1027,27,27
343,1000,1033,33,33
342,1000,1030,30,30
340,1000,1024,24,24
340,1000,1024,24,24
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
340,1000,1024,24,24
339,1000,1021,21,21
339,1000,1021,21,21
338,1000,1018,18,18
336,1000,1012,12,12
335,1000,1009,9,9
333,1000,1003,3,3
332,1000,1000,0,0
330,1000,994,6,6
328,1000,988,12,12
327,1000,985,15,15
325,1000,979,21,21
326,1000,982,18,18
328,1000,988,12,12
326,1000,982,18,18
325,1000,979,21,21
324,1000,976,24,24
322,1000,970,30,30
323,1000,973,27,27
323,1000,973,27,27
322,1000,970,30,30
322,1000,970,30,30
321,1000,967,33,33
321,1000,967,33,33
321,1000,967,33,33
319,1000,961,39,39
318,1000,958,42,42
319,1000,961,39,39
320,1000,964,36,36
321,1000,967,33,33
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
320,1000,964,36,36
321,1000,967,33,33
322,1000,970,30,30
323,1000,973,27,27
325,1000,979,21,21
327,1000,985,15,15
327,1000,985,15,15
329,1000,991,9,9
327,1000,985,15,15
327,1000,985,15,15
327,1000,985,15,15
327,1000,985,15,15
329,1000,991,9,9
330,1000,994,6,6
332,1000,1000,0,0
332,1000,1000,0,0
333,1000,1003,3,3
334,1000,1006,6,6
332,1000,1000,0,0
333,1000,1003,3,3
333,1000,1003,3,3
333,1000,1003,3,3
335,1000,1009,9,9
336,1000,1012,12,12
338,1000,1018,18,18
340,1000,1024,24,24
340,1000,1024,24,24
338,1000,1018,18,18
338,1000,1018,18,18
338,1000,1018,18,18
338,1000,1018,18,18
336,1000,1012,12,12
336,1000,1012,12,12
335,1000,1009,9,9
335,1000,1009,9,9
337,1000,1015,15,15
337,1000,1015,15,15
338,1000,1018,18,18
336,1000,1012,12,12
334,1000,1006,6,6
333,1000,1003,3,3
331,1000,997,3,3
329,1000,991,9,9
329,1000,991,9,9
329,1000,991,9,9
327,1000,985,15,15
327,1000,985,15,15
327,1000,985,15,15
327,1000,985,15,15
327,1000,985,15,15
329,1000,991,9,9
327,1000,985,15,15
326,1000,982,18,18
325,1000,979,21,21
324,1000,976,24,24
323,1000,973,27,27
323,1000,973,27,27
323,1000,973,27,27
321,1000,967,33,33
320,1000,964,36,36
319,1000,961,39,39
317,1000,955,45,45
315,1000,949,51,51
313,1000,943,57,57
311,1000,937,63,63
313,1000,943,57,57
313,1000,943,57,57
313,1000,943,57,57
313,1000,943,57,57
313,1000,943,57,57
313,1000,943,57,57
315,1000,949,51,51
314,1000,946,54,54
316,1000,952,48,48
316,1000,952,48,48
316,1000,952,48,48
318,1000,958,42,42
320,1000,964,36,36
322,1000,970,30,30
324,1000,976,24,24
326,1000,982,18,18
326,1000,982,18,18
326,1000,982,18,18
328,1000,988,12,12
328,1000,988,12,12
330,1000,994,6,6
332,1000,1000,0,0
334,1000,1006,6,6
336,1000,1012,12,12
334,1000,1006,6,6
334,1000,1006,6,6
334,1000,1006,6,6
335,1000,1009,9,9
335,1000,1009,9,9
333,1000,1003,3,3
333,1000,1003,3,3
335,1000,1009,9,9
337,1000,1015,15,15
335,1000,1009,9,9
333,1000,1003,3,3
335,1000,1009,9,9
334,1000,1006,6,6
334,1000,1006,6,6
333,1000,1003,3,3
331,1000,997,3,3
331,1000,997,3,3
329,1000,991,9,9
328,1000,988,12,12
328,1000,988,12,12
326,1000,982,18,18
326,1000,982,18,18
324,1000,976,24,24
324,1000,976,24,24
324,1000,976,24,24
323,1000,973,27,27
322,1000,970,30,30
322,1000,970,30,30
320,1000,964,36,36
318,1000,958,42,42
316,1000,952,48,48
316,1000,952,48,48
315,1000,949,51,51
313,1000,943,57,57
314,1000,946,54,54
312,1000,940,60,60
312,1000,940,60,60
311,1000,937,63,63
311,1000,937,63,63
311,1000,937,63,63
311,1000,937,63,63
311,1000,937,63,63
312,1000,940,60,60
312,1000,940,60,60
312,1000,940,60,60
312,1000,940,60,60
312,1000,940,60,60
313,1000,943,57,57
314,1000,946,54,54
316,1000,952,48,48
315,1000,949,51,51
316,1000,952,48,48
316,1000,952,48,48
317,1000,955,45,45
317,1000,955,45,45
315,1000,949,51,51
317,1000,955,45,45
317,1000,955,45,45
318,1000,958,42,42
319,1000,961,39,39
319,1000,961,39,39
320,1000,964,36,36
322,1000,970,30,30
320,1000,964,36,36
320,1000,964,36,36
321,1000,967,33,33
322,1000,970,30,30
323,1000,973,27,27
324,1000,976,24,24
326,1000,982,18,18
326,1000,982,18,18
326,1000,982,18,18
328,1000,988,12,12
328,1000,988,12,12
328,1000,988,12,12
328,1000,988,12,12
330,1000,994,6,6
332,1000,1000,0,0
333,1000,1003,3,3
333,1000,1003,3,3
333,1000,1003,3,3
334,1000,1006,6,6
334,1000,1006,6,6
335,1000,1009,9,9
335,1000,1009,9,9
335,1000,1009,9,9
337,1000,1015,15,15
339,1000,1021,21,21
341,1000,1027,27,27
341,1000,1027,27,27
341,1000,1027,27,27
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
344,1000,1036,36,36
344,1000,1036,36,36
344,1000,1036,36,36
344,1000,1036,36,36
344,1000,1036,36,36
344,1000,1036,36,36
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
341,1000,1027,27,27
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
341,1000,1027,27,27
341,1000,1027,27,27
341,1000,1027,27,27
340,1000,1024,24,24
340,1000,1024,24,24
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
341,1000,1027,27,27
340,1000,1024,24,24
340,1000,1024,24,24
340,1000,1024,24,24
342,1000,1030,30,30
342,1000,1030,30,30
342,1000,1030,30,30
341,1000,1027,27,27
340,1000,1024,24,24
340,1000,1024,24,24
341,1000,1027,27,27
340,1000,1024,24,24
339,1000,1021,21,21
338,1000,1018,18,18
338,1000,1018,18,18
337,1000,1015,15,15
339,1000,1021,21,21
337,1000,1015,15,15
337,1000,1015,15,15
336,1000,1012,12,12
335,1000,1009,9,9
333,1000,1003,3,3
333,1000,1003,3,3
333,1000,1003,3,3
332,1000,1000,0,0
334,1000,1006,6,6
332,1000,1000,0,0
331,1000,997,3,3
331,1000,997,3,3
331,1000,997,3,3
331,1000,997,3,3
329,1000,991,9,9
329,1000,991,9,9
328,1000,988,12,12
328,1000,988,12,12
327,1000,985,15,15
325,1000,979,21,21
324,1000,976,24,24
324,1000,976,24,24
324,1000,976,24,24
323,1000,973,27,27
323,1000,973,27,27
321,1000,967,33,33
319,1000,961,39,39
318,1000,958,42,42
318,1000,958,42,42
318,1000,958,42,42
318,1000,958,42,42
318,1000,958,42,42
318,1000,958,42,42
