cv,sp,pv,ce,pe
1.0,10000,10.0,9990.0,9990.0
0.9375625,10000,9.39487,9990.60513,9990.60513
0.8790198954862773,10000,8.86161,9991.13839,9991.13839
0.8241298365902353,10000,8.39051,9991.60949,9991.60949
0.7726649397385656,10000,7.97331,9992.02669,9992.02669
0.724411885361722,10000,7.60293,9992.39707,9992.39707
0.6791705653569616,10000,7.27334,9992.72666,9992.72666
0.6367532790124005,10000,6.97934,9993.02066,9993.02066
0.5969839748093151,10000,6.71649,9993.28351,9993.28351
0.559697536614339,10000,6.48095,9993.51905,9993.51905
0.5247391116493798,10000,6.26941,9993.73059,9993.73059
0.49196347845025584,10000,6.07902,9993.92098,9993.92098
0.46123445264601964,10000,5.9073,9994.0927,9994.0927
0.43242432841990663,10000,5.75211,9994.24789,9994.24789
0.4054133538455609,10000,5.61159,9994.38841,9994.38841
0.3800892380647277,10000,5.48411,9994.51589,9994.51589
0.35634668850562823,10000,5.36826,9994.63174,9994.63174
0.3340869764844892,10000,5.26278,9994.73722,9994.73722
0.31321752936832176,10000,5.16659,9994.83341,9994.83341
0.2936515479487708,10000,5.07874,9994.92126,9994.92126
0.27530764732611407,10000,4.99838,9995.00162,9995.00162
0.258109519944721,10000,4.92476,9995.07524,9995.07524
0.2742334203947695,10000,4.99373,9995.00627,9995.00627
0.2913644501215774,10000,5.06861,9994.93139,9994.93139
0.30956549817439144,10000,5.15002,9994.84998,9994.84998
0.32890337763212274,10000,5.23864,9994.76136,9994.76136
0.34944906994419167,10000,5.33525,9994.66475,9994.66475
0.37127798432726355,10000,5.44071,9994.55929,9994.55929
0.39447023324870434,10000,5.55601,9994.44399,9994.44399
0.36982954167416426,10000,5.43362,9994.56638,9994.56638
0.39293132857133556,10000,5.54825,9994.45175,9994.45175
0.4174759110992706,10000,5.67376,9994.32624,9994.32624
0.44355335142969154,10000,5.8114,9994.1886,9994.1886
0.47125932548188165,10000,5.96261,9994.03739,9994.03739
0.5006954712272073,10000,6.129,9993.871,9993.871
0.531969758413013,10000,6.31244,9993.68756,9993.68756
0.56519688064394,10000,6.51504,9993.48496,9993.48496
0.6004986714324033,10000,6.73923,9993.26077,9993.26077
0.6380045452802943,10000,6.98781,9993.01219,9993.01219
0.6778519652694279,10000,7.26398,9992.73602,9992.73602
0.7201869387042754,10000,7.57144,9992.42856,9992.42856
0.7651645420470727,10000,7.91443,9992.08557,9992.08557
0.7173796071766714,10000,7.55059,9992.44941,9992.44941
0.7621819786296624,10000,7.89116,9992.10884,9992.10884
0.8097807616693758,10000,8.27184,9991.72816,9991.72816
0.8603501944181143,10000,8.69829,9991.30171,9991.30171
0.9140753092224176,10000,9.17703,9990.82297,9990.82297
0.971152587945475,10000,9.71566,9990.28434,9990.28434
1.0317906535148635,10000,10.32299,9989.67701,9989.67701
1.096210999580803,10000,11.00928,9988.99072,9988.99072
1.164648758968144,10000,11.7865,9988.2135,9988.2135
1.2373535118249182,10000,12.66859,9987.33141,9987.33141
1.3145901342869357,10000,13.67187,9986.32813,9986.32813
1.396639687020999,10000,14.81541,9985.18459,9985.18459
1.483800343774902,10000,16.12156,9983.87844,9983.87844
1.5763883579091449,10000,17.61649,9982.38351,9982.38351
1.6747390650925713,10000,19.33095,9980.66905,9980.66905
1.7792079173037922,10000,21.30101,9978.69899,9978.69899
1.8901715438500382,10000,23.56912,9976.43088,9976.43088
2.008028829841056,10000,26.18518,9973.81482,9973.81482
1.882855656703206,10000,23.41385,9976.58615,9976.58615
2.0002586046226707,10000,26.00595,9973.99405,9973.99405
1.8755675582416218,10000,23.25999,9976.74001,9976.74001
1.9925178701151667,10000,25.82836,9974.17164,9974.17164
