cv,sp,pv,ce,pe
1.0,150,39.0,111.0,111.0
0.97688,150,37.20037,112.79963000000001,112.79963000000001
0.95392,150,35.50897,114.49103,114.49103
0.93116,150,33.92202,116.07798,116.07798
0.90864,150,32.43552,117.56448,117.56448
0.8863800000000001,150,31.04409,118.95591,118.95591
0.8644200000000001,150,29.74366,120.25634,120.25634
0.8427600000000001,150,28.52793,121.47207,121.47207
0.8214400000000001,150,27.39309,122.60691,122.60691
0.8004600000000001,150,26.33334,123.66666000000001,123.66666000000001
0.7798400000000001,150,25.34425,124.65575,124.65575
0.7595800000000001,150,24.4207,125.5793,125.5793
0.7397000000000001,150,23.55878,126.44122,126.44122
0.7202200000000001,150,22.75481,127.24519000000001,127.24519000000001
0.7011200000000001,150,22.00372,127.99628,127.99628
0.68242,150,21.30241,128.69759,128.69759
0.66412,150,20.64724,129.35276,129.35276
0.64622,150,20.03486,129.96514,129.96514
0.6287200000000001,150,19.46216,130.53784,130.53784
0.61162,150,18.9263,131.0737,131.0737
0.59492,150,18.42465,131.57535000000001,131.57535000000001
0.57862,150,17.9548,132.0452,132.0452
0.5627,150,17.51396,132.48604,132.48604
0.54716,150,17.10016,132.89984,132.89984
0.5320199999999999,150,16.71205,133.28795,133.28795
0.5320199999999999,150,16.71205,133.28795,133.28795
0.5320199999999999,150,16.71205,133.28795,133.28795
0.5320199999999999,150,16.71205,133.28795,133.28795
0.5320199999999999,150,16.71205,133.28795,133.28795
0.5320199999999999,150,16.71205,133.28795,133.28795
0.5320199999999999,150,16.71205,133.28795,133.28795
0.5320199999999999,150,16.71205,133.28795,133.28795
0.53941,150,16.89968,133.10032,133.10032
0.54689,150,17.09311,132.90689,132.90689
0.55446,150,17.29256,132.70744,132.70744
0.56212,150,17.49823,132.50177,132.50177
0.5698799999999999,150,17.71062,132.28938,132.28938
0.57773,150,17.92969,132.07031,132.07031
0.58568,150,18.15596,131.84404,131.84404
0.59372,150,18.38941,131.61059,131.61059
0.6018600000000001,150,18.63058,131.36942,131.36942
0.6101000000000001,150,18.87977,131.12023,131.12023
0.6267600000000001,150,19.39957,130.60043,130.60043
0.6352900000000001,150,19.67423,130.32577,130.32577
0.6439100000000001,150,19.95782,130.04218,130.04218
0.6613500000000001,150,20.55067,129.44933,129.44933
0.6702700000000001,150,20.86407,129.13593,129.13593
0.6883100000000002,150,21.51976,128.48024,128.48024
0.6975200000000003,150,21.86614,128.13386,128.13386
0.7068300000000003,150,22.2245,127.7755,127.7755
0.7256500000000002,150,22.97498,127.02502,127.02502
0.7352500000000003,150,23.37165,126.62835,126.62835
0.7546500000000003,150,24.20294,125.79706,125.79706
0.7744300000000003,150,25.09305,124.90695,124.90695
0.7945900000000002,150,26.04659,123.95341,123.95341
0.8151100000000002,150,27.06752,122.93248,122.93248
0.8255500000000002,150,27.60723,122.39277,122.39277
0.8466100000000002,150,28.73931,121.26069,121.26069
0.8252300000000002,150,27.59048,122.40952,122.40952
0.8252300000000002,150,27.59048,122.40952,122.40952
0.8041900000000003,150,26.51774,123.48226,123.48226
0.7835100000000003,150,25.5166,124.4834,124.4834
0.7631900000000003,150,24.58186,125.41814,125.41814
0.7432500000000003,150,23.70957,126.29043,126.29043
0.7236900000000003,150,22.89516,127.10484,127.10484
0.7045300000000003,150,22.13519,127.86481,127.86481
0.6857700000000003,150,21.42564,128.57436,128.57436
0.6674100000000003,150,20.76282,129.23718,129.23718
0.6494500000000003,150,20.14334,129.85666,129.85666
0.6670100000000003,150,20.74872,129.25128,129.25128
0.6670100000000003,150,20.74872,129.25128,129.25128
0.6490500000000003,150,20.12986,129.87014,129.87014
0.6666100000000004,150,20.73463,129.26537,129.26537
0.6845700000000003,150,21.38138,128.61862,128.61862
0.7029100000000004,150,22.07259,127.92741,127.92741
0.7122800000000004,150,22.4382,127.5618,127.5618
0.7217400000000004,150,22.81614,127.18386,127.18386
0.7408600000000004,150,23.60791,126.39209,126.39209
0.7603600000000004,150,24.4554,125.5446,125.5446
0.7802400000000004,150,25.36296,124.63704,124.63704
0.7903700000000004,150,25.84301,124.15699000000001,124.15699000000001
0.8108100000000004,150,26.84925,123.15075,123.15075
0.8316100000000004,150,27.92697,122.07303,122.07303
0.8421800000000004,150,28.49626,121.50374,121.50374
0.8635000000000004,150,29.6907,120.30930000000001,120.30930000000001
0.8851400000000004,150,30.96878,119.03122,119.03122
0.9070800000000003,150,32.33553,117.66447,117.66447
0.9293200000000004,150,33.7975,116.2025,116.2025
0.9405700000000004,150,34.56759,115.43241,115.43241
0.9518800000000004,150,35.36315,114.63685000000001,114.63685000000001
0.9405100000000004,150,34.56343,115.43657,115.43657
0.9518200000000004,150,35.35888,114.64112,114.64112
0.9631900000000004,150,36.18068,113.81932,113.81932
0.9631900000000004,150,36.18068,113.81932,113.81932
0.9860300000000004,150,37.90076,112.09924000000001,112.09924000000001
0.9975400000000004,150,38.80377,111.19623,111.19623
1.0090900000000005,150,39.7351,110.2649,110.2649
1.0090900000000005,150,39.7351,110.2649,110.2649
1.0090900000000005,150,39.7351,110.2649,110.2649
0.9975000000000005,150,38.80059,111.19941,111.19941
1.0206000000000004,150,40.6889,109.31110000000001,109.31110000000001
1.0438400000000003,150,42.69544,107.30456000000001,107.30456000000001
1.0671800000000002,150,44.82367,105.17633000000001,105.17633000000001
1.0788700000000002,150,45.93391,104.06609,104.06609
1.1022700000000003,150,48.2486,101.75139999999999,101.75139999999999
1.1256300000000004,150,50.68699,99.31300999999999,99.31300999999999
1.1372700000000004,150,51.95148,98.04852,98.04852
1.1488900000000004,150,53.2476,96.7524,96.7524
1.1604700000000003,150,54.57364,95.42636,95.42636
1.1835500000000003,150,57.32196,92.67804000000001,92.67804000000001
1.1949800000000004,150,58.73653,91.26347,91.26347
1.2063400000000004,150,60.17857,89.82142999999999,89.82142999999999
1.2289200000000005,150,63.15495,86.84505,86.84505
1.2400400000000005,150,64.67605,85.32395,85.32395
1.2510600000000005,150,66.22049,83.77951,83.77951
1.2619800000000005,150,67.788,82.212,82.212
1.2727900000000005,150,69.37681,80.62319,80.62319
1.2941700000000005,150,72.63066,77.36934,77.36934
1.3046000000000004,150,74.27314,75.72686,75.72686
1.3251800000000005,150,77.62339,72.37661,72.37661
1.3251800000000005,150,77.62339,72.37661,72.37661
1.3052000000000004,150,74.36875,75.63125,75.63125
1.3154800000000004,150,76.026,73.974,73.974
1.2952000000000004,150,72.79123,77.20877,77.20877
