cv,sp,pv
1.0049811294674873,10000,24.109758529840125
1.010918034017086,10000,24.24103117264348
1.0166832426190375,10000,24.368979651708823
1.021606357693672,10000,24.478607712110296
1.0261234804987907,10000,24.57949362460699
1.0327185997366903,10000,24.727302741588296
1.038264787495136,10000,24.85207468262733
1.043933481276035,10000,24.980047643511995
1.0493878248333928,10000,25.10360624702706
1.053605492711067,10000,25.199435681585044
1.0571085309982298,10000,25.279217372150484
1.061860899031162,10000,25.38772717448817
1.0661056944727896,10000,25.48491501829348
1.0696647545695304,10000,25.5665968467343
1.0747996142506597,10000,25.68475638955885
1.0800644251704214,10000,25.806289538994363
1.0838995939493177,10000,25.895065059939014
1.0881863570213315,10000,25.99453768942215
1.0938671874999997,10000,26.126755467224115
1.0994922620058056,10000,26.258120735520947
1.1045103287696836,10000,26.37568409466987
1.1100004458427426,10000,26.504710495139552
1.1140002185106275,10000,26.5989771559771
1.1183471387624737,10000,26.70167936954727
1.121717367470264,10000,26.78148790715305
1.1264423593878743,10000,26.89364559826624
1.1322128960490223,10000,27.03104546225018
1.137676047980785,10000,27.16155591489052
1.1419187724590298,10000,27.263199559932602
1.1470103698968883,10000,27.385512479732082
1.1521164685487744,10000,27.50853824809929
1.1576894879341122,10000,27.643230556784925
1.1628273594379421,10000,27.76779115050546
1.1662817746400829,10000,27.85174644212401
1.1711480796337124,10000,27.970299408077828
1.1746678397059436,10000,28.056254453123543
1.1793229624629016,10000,28.170202248249133
1.1846564766764636,10000,28.301128587532155
1.1884870579838747,10000,28.39540687283716
1.191832053959369,10000,28.477901945590013
1.1968607810139649,10000,28.602216352017223
1.2016015222668641,10000,28.719735706333232
1.2067966410517685,10000,28.848880058390968
1.2107982996106141,10000,28.948614053264595
1.2162746015191073,10000,29.0854641562561
1.2226231482625003,10000,29.24463672477116
1.2268984532356257,10000,29.352146327748805
1.2320715796947475,10000,29.482575279998557
1.2374112963676447,10000,29.617597385588944
1.2424198383092875,10000,29.744608088845634
1.2461039310693736,10000,29.838256497740808
1.2511534243822093,10000,29.966921634460977
1.2570562660694118,10000,30.117783321005895
1.261803249418735,10000,30.23945807705563
1.2671165451407427,10000,30.376022733911825
1.271184635162353,10000,30.480849718008734
1.2752756235003466,10000,30.586500399262157
1.2802426394820208,10000,30.715089627491402
1.2853091761469835,10000,30.84661115718933
1.2903031978011126,10000,30.97660197819934
1.2962034085392946,10000,31.130630202476553
1.2991295114159578,10000,31.207198503350718
1.3037753471732134,10000,31.32901386866214
1.3086500597000117,10000,31.45715532887
1.3134374591708178,10000,31.583325387438197
1.3182110372185702,10000,31.709450668262573
1.3235750564932818,10000,31.851556963144613
1.3289722177386278,10000,31.99494783055691
1.3337209615111345,10000,32.121448914308374
1.3388553121685975,10000,32.25857732580329
1.3434254431724542,10000,32.380946994921366
1.3495821648836128,10000,32.546261457472475
1.353894509971141,10000,32.6623684886791
1.358344973921775,10000,32.78246726862403
1.3638371306657784,10000,32.93105907820487
1.3675970458984368,10000,33.03302812683842
1.371337242126464,10000,33.13465875851283
1.376295135319232,10000,33.26967917907754
1.3819359436631193,10000,33.42371621602149
1.3866908350586882,10000,33.55390698471984
1.3916871443390837,10000,33.69104890874338
1.3963777580857268,10000,33.82011796762146
1.4001900136470786,10000,33.92524462939567
1.405646370649337,10000,34.07606300043227
1.4110786920785896,10000,34.22663106329628
1.4160494455695145,10000,34.36476779064023
1.4209150975942604,10000,34.50031878275323
1.4254345476627341,10000,34.62652192899512
1.4308143204450599,10000,34.777121900695086
1.4359201645851127,10000,34.92042835011586
1.4418113899230949,10000,35.086231708168526
1.4462869623303405,10000,35.212517540489785
1.4504702413082113,10000,35.330809376910594
1.454351656138896,10000,35.44078442710882
1.4589168694615355,10000,35.570403979688415
1.464637966454028,10000,35.73325434108236
1.4687654104828824,10000,35.85102610107971
1.4728460949659337,10000,35.96769809592227
1.479164198040961,10000,36.148800657690806
1.484717661142348,10000,36.308447022294814
1.4891520595550525,10000,36.4362334717798
1.4978455567359912,10000,36.68755363672419
1.511614167690276,10000,37.087755085255964
1.531337168216704,10000,37.665652005067315
1.5574220514297472,10000,38.438320535395476
1.5860666012763964,10000,39.29778365600239
1.6182166099548327,10000,40.276107856774644
1.6539805340766893,10000,41.38140552234579
1.6934304976463304,10000,42.62139193368154
1.738330471515654,10000,44.05919356952408
1.7859634184837325,10000,45.615364673004564
1.837390701770781,10000,47.33115775084231
1.8936408877372726,10000,49.25025778387102
1.952600877285002,10000,51.309358320099136
2.0143929362297044,10000,53.51959580056254
2.081749889850615,10000,55.98977734605625
2.1530033993720994,10000,58.6719926589315
2.2280482554435714,10000,61.573779243644566
2.307756817340849,10000,64.74224523460894
2.3917058110237104,10000,68.17544329358176
2.4809398484230023,10000,71.93295650783607
2.57539610147476,10000,76.03182436823784
2.6749147915840132,10000,80.48550232831671
2.7786369442939742,10000,85.27485843171928
2.886852943897246,10000,90.43226298899533
3.0013555073738085,10000,96.06778823049211
3.1213472676277147,10000,102.17043949691072
3.2455446648597706,10000,108.6992785200762
3.3754525208473196,10000,115.75937821024023
3.511113989353179,10000,123.38436203844658
3.652826454639434,10000,131.62459939111133
3.7995797562599174,10000,140.45428231934056
3.9513667511939996,10000,149.90402842664196
4.107383244037628,10000,159.9532457461085
4.268306782245635,10000,170.6755537695137
4.433104984760284,10000,182.03177851942763
4.60284606218338,10000,194.12611160256637
4.775131428241729,10000,206.81421252480712
4.948112614154815,10000,219.9716300097445
5.118304550647735,10000,233.32572671745103
5.29038361787796,10000,247.24018071320413
