cv,sp,pv
100,10000,809
45.955,10000,376.64
206.8792,10000,1664.0336
279.17464,10000,2242.39712
422.56166,10000,3389.49328
495.8211,10000,3975.5688
609.2033,10000,4882.6264
766.9915,10000,6144.932
797.54397,10000,6389.35176
881.78132,10000,7063.25056
912.4878,10000,7308.9024
967.69982,10000,7750.59856
992.18578,10000,7946.48624
1066.42899,10000,8540.43192
1071.41103,10000,8580.28824
1111.24243,10000,8898.93944
1116.78888,10000,8943.31104
1142.70914,10000,9150.67312
1150.16811,10000,9210.34488
1179.86668,10000,9447.93344
1180.00256,10000,9449.02048
1205.53111,10000,9653.24888
1202.9206,10000,9632.3648
1216.36743,10000,9739.93944
1215.97619,10000,9736.80952
1223.40573,10000,9796.24584
1224.4069,10000,9804.2552
1228.89343,10000,9840.14744
1230.41696,10000,9852.33568
1233.4594,10000,9876.6752
1234.75714,10000,9887.05712
1238.9685,10000,9920.748
1239.02801,10000,9921.22408
1241.3942,10000,9940.1536
1241.58114,10000,9941.64912
1243.09153,10000,9953.73224
1243.44053,10000,9956.52424
1244.36324,10000,9963.90592
1244.76623,10000,9967.12984
1245.40596,10000,9972.24768
1245.72681,10000,9974.81448
1246.20732,10000,9978.65856
1246.4603,10000,9980.6824
1246.82415,10000,9983.5932
1247.04439,10000,9985.35512
1247.28749,10000,9987.29992
1247.47892,10000,9988.83136
1247.66288,10000,9990.30304
1247.79978,10000,9991.39824
1247.94676,10000,9992.57408
1248.0473,10000,9993.3784
1248.16328,10000,9994.30624
1248.24588,10000,9994.96704
1248.32504,10000,9995.60032
1248.39451,10000,9996.15608
1248.45565,10000,9996.6452
1248.50459,10000,9997.03672
1248.55412,10000,9997.43296
1248.58967,10000,9997.71736
1248.62909,10000,9998.03272
1248.65802,10000,9998.26416
1248.68504,10000,9998.48032
1248.73693,10000,9998.89544
1248.73693,10000,9998.89544
1248.74096,10000,9998.92768
1248.77079,10000,9999.16632
1248.7926,10000,9999.3408
1248.80067,10000,9999.40536
1248.81257,10000,9999.50056
1248.81926,10000,9999.55408
1248.82743,10000,9999.61944
1248.83952,10000,9999.71616
1248.84112,10000,9999.72896
1248.84112,10000,9999.72896
1248.85275,10000,9999.822
1248.85206,10000,9999.81648
1248.8583,10000,9999.8664
1248.85845,10000,9999.8676
1248.85845,10000,9999.8676
1248.86409,10000,9999.91272
1248.86409,10000,9999.91272
1248.86586,10000,9999.92688
1248.86725,10000,9999.938
1248.86819,10000,9999.94552
1248.86916,10000,9999.95328
1248.86986,10000,9999.95888
1248.87051,10000,9999.96408
1248.87108,10000,9999.96864
1248.87154,10000,9999.97232
1248.872,10000,9999.976
1248.87237,10000,9999.97896
1248.87268,10000,9999.98144
1248.87299,10000,9999.98392
1248.87351,10000,9999.98808
1248.87359,10000,9999.98872
1248.87406,10000,9999.99248
1248.87405,10000,9999.9924
1248.87429,10000,9999.99432
1248.87431,10000,9999.99448
1248.87445,10000,9999.9956
1248.87445,10000,9999.9956
1248.87457,10000,9999.99656
1248.87457,10000,9999.99656
1248.8746,10000,9999.9968
1248.87467,10000,9999.99736
1248.8747,10000,9999.9976
1248.87475,10000,9999.998
1248.87477,10000,9999.99816
1248.87484,10000,9999.99872
1248.87484,10000,9999.99872
1248.87484,10000,9999.99872
